datetime,date,hour,gate_id,gate_name,latitude,longitude,crossings,toll_rate_aed,revenue_aed
2023-01-01 00:00:00,2023-01-01,0,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,463,4,1852
2023-01-01 01:00:00,2023-01-01,1,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,352,4,1408
2023-01-01 02:00:00,2023-01-01,2,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,215,4,860
2023-01-01 03:00:00,2023-01-01,3,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,139,4,556
2023-01-01 04:00:00,2023-01-01,4,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,109,4,436
2023-01-01 05:00:00,2023-01-01,5,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,143,4,572
2023-01-01 06:00:00,2023-01-01,6,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,234,4,936
2023-01-01 07:00:00,2023-01-01,7,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,367,4,1468
2023-01-01 08:00:00,2023-01-01,8,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,684,4,2736
2023-01-01 09:00:00,2023-01-01,9,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,1099,4,4396
2023-01-01 10:00:00,2023-01-01,10,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,1394,4,5576
2023-01-01 11:00:00,2023-01-01,11,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,1682,4,6728
2023-01-01 12:00:00,2023-01-01,12,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,1957,4,7828
2023-01-01 13:00:00,2023-01-01,13,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,2086,4,8344
2023-01-01 14:00:00,2023-01-01,14,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,1745,4,6980
2023-01-01 15:00:00,2023-01-01,15,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,1796,4,7184
2023-01-01 16:00:00,2023-01-01,16,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,1811,4,7244
2023-01-01 17:00:00,2023-01-01,17,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,2063,4,8252
2023-01-01 18:00:00,2023-01-01,18,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,2321,4,9284
2023-01-01 19:00:00,2023-01-01,19,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,2617,4,10468
2023-01-01 20:00:00,2023-01-01,20,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,2243,4,8972
2023-01-01 21:00:00,2023-01-01,21,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,2087,4,8348
2023-01-01 22:00:00,2023-01-01,22,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,1436,4,5744
2023-01-01 23:00:00,2023-01-01,23,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,850,4,3400
2023-01-02 00:00:00,2023-01-02,0,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,468,4,1872
2023-01-02 01:00:00,2023-01-02,1,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,282,4,1128
2023-01-02 02:00:00,2023-01-02,2,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,201,4,804
2023-01-02 03:00:00,2023-01-02,3,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,226,4,904
2023-01-02 04:00:00,2023-01-02,4,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,379,4,1516
2023-01-02 05:00:00,2023-01-02,5,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,888,4,3552
2023-01-02 06:00:00,2023-01-02,6,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,2805,4,11220
2023-01-02 07:00:00,2023-01-02,7,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,6365,4,25460
2023-01-02 08:00:00,2023-01-02,8,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,8002,4,32008
2023-01-02 09:00:00,2023-01-02,9,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,5294,4,21176
2023-01-02 10:00:00,2023-01-02,10,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,3308,4,13232
2023-01-02 11:00:00,2023-01-02,11,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,3020,4,12080
2023-01-02 12:00:00,2023-01-02,12,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,3622,4,14488
2023-01-02 13:00:00,2023-01-02,13,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,3470,4,13880
2023-01-02 14:00:00,2023-01-02,14,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,3603,4,14412
2023-01-02 15:00:00,2023-01-02,15,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,3520,4,14080
2023-01-02 16:00:00,2023-01-02,16,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,4200,4,16800
2023-01-02 17:00:00,2023-01-02,17,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,4128,4,16512
2023-01-02 18:00:00,2023-01-02,18,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,4643,4,18572
2023-01-02 19:00:00,2023-01-02,19,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,3558,4,14232
