datetime,date,hour,gate_id,gate_name,latitude,longitude,crossings,toll_rate_aed,revenue_aed
2025-01-01 00:00:00,2025-01-01,0,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,290,4,1160
2025-01-01 01:00:00,2025-01-01,1,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,177,4,708
2025-01-01 02:00:00,2025-01-01,2,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,129,4,516
2025-01-01 03:00:00,2025-01-01,3,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,137,4,548
2025-01-01 04:00:00,2025-01-01,4,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,224,4,896
2025-01-01 05:00:00,2025-01-01,5,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,558,4,2232
2025-01-01 06:00:00,2025-01-01,6,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,1736,4,6944
2025-01-01 07:00:00,2025-01-01,7,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,3750,4,15000
2025-01-01 08:00:00,2025-01-01,8,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,4510,4,18040
2025-01-01 09:00:00,2025-01-01,9,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,3148,4,12592
2025-01-01 10:00:00,2025-01-01,10,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,2107,4,8428
2025-01-01 11:00:00,2025-01-01,11,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,1913,4,7652
2025-01-01 12:00:00,2025-01-01,12,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,2184,4,8736
2025-01-01 13:00:00,2025-01-01,13,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,2180,4,8720
2025-01-01 14:00:00,2025-01-01,14,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,1925,4,7700
2025-01-01 15:00:00,2025-01-01,15,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,2216,4,8864
2025-01-01 16:00:00,2025-01-01,16,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,2591,4,10364
2025-01-01 17:00:00,2025-01-01,17,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,2447,4,9788
2025-01-01 18:00:00,2025-01-01,18,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,2639,4,10556
2025-01-01 19:00:00,2025-01-01,19,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,2393,4,9572
2025-01-01 20:00:00,2025-01-01,20,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,2225,4,8900
2025-01-01 21:00:00,2025-01-01,21,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,1633,4,6532
2025-01-01 22:00:00,2025-01-01,22,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,1098,4,4392
2025-01-01 23:00:00,2025-01-01,23,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,613,4,2452
2025-01-02 00:00:00,2025-01-02,0,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,476,4,1904
2025-01-02 01:00:00,2025-01-02,1,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,336,4,1344
2025-01-02 02:00:00,2025-01-02,2,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,230,4,920
2025-01-02 03:00:00,2025-01-02,3,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,254,4,1016
2025-01-02 04:00:00,2025-01-02,4,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,385,4,1540
2025-01-02 05:00:00,2025-01-02,5,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,1000,4,4000
2025-01-02 06:00:00,2025-01-02,6,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,3297,4,13188
2025-01-02 07:00:00,2025-01-02,7,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,7565,4,30260
2025-01-02 08:00:00,2025-01-02,8,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,9325,4,37300
2025-01-02 09:00:00,2025-01-02,9,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,6441,4,25764
2025-01-02 10:00:00,2025-01-02,10,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,3563,4,14252
2025-01-02 11:00:00,2025-01-02,11,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,3896,4,15584
2025-01-02 12:00:00,2025-01-02,12,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,4231,4,16924
2025-01-02 13:00:00,2025-01-02,13,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,4321,4,17284
2025-01-02 14:00:00,2025-01-02,14,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,4045,4,16180
2025-01-02 15:00:00,2025-01-02,15,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,4121,4,16484
2025-01-02 16:00:00,2025-01-02,16,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,5146,4,20584
2025-01-02 17:00:00,2025-01-02,17,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,4689,4,18756
2025-01-02 18:00:00,2025-01-02,18,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,5254,4,21016
2025-01-02 19:00:00,2025-01-02,19,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,4535,4,18140
2025-01-02 20:00:00,2025-01-02,20,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,4217,4,16868
2025-01-02 21:00:00,2025-01-02,21,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,3283,4,13132
2025-01-02 22:00:00,2025-01-02,22,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,1992,4,7968
2025-01-02 23:00:00,2025-01-02,23,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,1270,4,5080
2025-01-03 00:00:00,2025-01-03,0,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,402,4,1608
2025-01-03 01:00:00,2025-01-03,1,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,278,4,1112
2025-01-03 02:00:00,2025-01-03,2,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,224,4,896
2025-01-03 03:00:00,2025-01-03,3,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,218,4,872
2025-01-03 04:00:00,2025-01-03,4,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,352,4,1408
2025-01-03 05:00:00,2025-01-03,5,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,797,4,3188
2025-01-03 06:00:00,2025-01-03,6,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,2929,4,11716
2025-01-03 07:00:00,2025-01-03,7,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,6020,4,24080
2025-01-03 08:00:00,2025-01-03,8,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,6698,4,26792
2025-01-03 09:00:00,2025-01-03,9,SLK_GARHOUD,Al Garhoud Bridge,25.233,55.33,5398,4,21592
